"Planet","Grid","CurrentSector","WookieepediaTitle","WookieepediaSector","MatchType","SourceUrl"
"Lantillies","P8","Lantillian","Lantillies","Lantillian sector","Exact title","https://starwars.fandom.com/wiki/Lantillies"
"Lavisar","M7","Strabin","Lavisar","Strabin sector","Exact title","https://starwars.fandom.com/wiki/Lavisar"
"Lazerian","N15","Kira","Lazerian system","Kira sector","System or continuity variant","https://starwars.fandom.com/wiki/Lazerian_system"
"Lekua","T8","Centrality","Lekua system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Lekua_system"
"Lelmra","P14","Churba","Lelmra","Churba sector","Exact title","https://starwars.fandom.com/wiki/Lelmra"
"Lemmi","O9","Hapes Cluster","Lemmi system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Lemmi_system"
"Lenico IV","L6","Cademimu","Lenico IV","Cademimu sector","Exact title","https://starwars.fandom.com/wiki/Lenico_IV"
"Lequabis","I14","Freestanding Subsectors","Lequabis system/Legends","Freestanding subsectors","System or continuity variant","https://starwars.fandom.com/wiki/Lequabis_system%2FLegends"
"Leritor","Q15","Yucrales","Leritor/Legends","Yucrales sector","Exact title","https://starwars.fandom.com/wiki/Leritor%2FLegends"
"Lexrul","Q10","Trax","Lexrul","Trax sector","Exact title","https://starwars.fandom.com/wiki/Lexrul"
"Lianna","S6","Allied Tion","Lianna","Tion Cluster","Exact title","https://starwars.fandom.com/wiki/Lianna"
"Linuri","P15","Doldur","Linuri","Doldur sector","Exact title","https://starwars.fandom.com/wiki/Linuri"
"Lipsec","I18","Koradin","Lipsec system","Koradin sector","System or continuity variant","https://starwars.fandom.com/wiki/Lipsec_system"
"Lirra","U12","Baxel","Lirra","Baxel sector","Exact title","https://starwars.fandom.com/wiki/Lirra"
"Listehol","Q4","Kwymar","Listehol","Kwymar sector","Exact title","https://starwars.fandom.com/wiki/Listehol"
"Little Capella","Q6","Gordian Reach","Little Capella","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Little_Capella"
"Little Kessel","T10","Kessel","Little Kessel","Kessel sector","Exact title","https://starwars.fandom.com/wiki/Little_Kessel"
"Little Talhovi","K18","Juvex","Little Talhovi","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Little_Talhovi"
"Livien","S5","Tion Hegemony","Livien","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Livien"
"Llanic","Q16","Karthakk","Llanic","Karthakk sector","Exact title","https://starwars.fandom.com/wiki/Llanic"
"Llon Nebulae","K15","Itopol","Llon Nebulae","Itopol sector","Exact title","https://starwars.fandom.com/wiki/Llon_Nebulae"
"Lo'Uran","R3","Corporate Sector","Lo'Uran","Aparo sector","Exact title","https://starwars.fandom.com/wiki/Lo'Uran"
"Loedorvia","K12","Weemell sector","Loedorvia","Weemell sector","Exact title","https://starwars.fandom.com/wiki/Loedorvia"
"Lohopa","M15","Boeus","Lohopa system","Boeus sector","System or continuity variant","https://starwars.fandom.com/wiki/Lohopa_system"
"Lok","Q17","Karthakk","Lok","Karthakk sector","Exact title","https://starwars.fandom.com/wiki/Lok"
"Lola Sayu","R6","Belderone sector","Lola Sayu","Belderone sector","Exact title","https://starwars.fandom.com/wiki/Lola_Sayu"
"Lonnaw","K6","Droma","Lonnaw","Droma sector","Exact title","https://starwars.fandom.com/wiki/Lonnaw"
"Loovria","L18","Juvex","Loovria","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Loovria"
"Lorahns","P14","Sloo","Lorahns/Legends","Sloo sector","Exact title","https://starwars.fandom.com/wiki/Lorahns%2FLegends"
"Lorrd","N4","Kanz","Lorrd","Kanz sector","Exact title","https://starwars.fandom.com/wiki/Lorrd"
"Lorta","J17","Gendius","Lorta","Gendius sector","Exact title","https://starwars.fandom.com/wiki/Lorta"
"Lothal","U7","Dominus","Lothal","Lothal sector","Exact title","https://starwars.fandom.com/wiki/Lothal"
"Lotho Minor","I17","Wazta","Lotho Minor","Wazta sector","Exact title","https://starwars.fandom.com/wiki/Lotho_Minor"
"Lovola","O9","Hapes Cluster","Lovola system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Lovola_system"
"Low'n","Q8","Romintine","Low'n","Romintine sector","Exact title","https://starwars.fandom.com/wiki/Low'n"
"Lowick","U9","Calaron","Lowick","Calaron sector","Exact title","https://starwars.fandom.com/wiki/Lowick"
"Lucazec","Q6","Nuiri","Lucazec","Nuiri sector","Exact title","https://starwars.fandom.com/wiki/Lucazec"
"Lur","R4","Aparo","Lur","Aparo sector","Exact title","https://starwars.fandom.com/wiki/Lur"
"Lutrillia","J18","Yarith","Lutrillia","Javin sector","Exact title","https://starwars.fandom.com/wiki/Lutrillia"
"Lwhekk","C16","Ssi-ruuvi Space","Lwhekk/Legends","Ssi-ruuk Star Cluster","Exact title","https://starwars.fandom.com/wiki/Lwhekk%2FLegends"
"Lyran","S15","Quiberon","Lyran","Quiberon sector","Exact title","https://starwars.fandom.com/wiki/Lyran"
"Lythos","S3","Corporate Sector","Lythos system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Lythos_system"
"M'haeli","N15","Majoor","M'haeli","Majoor sector","Exact title","https://starwars.fandom.com/wiki/M'haeli"
"Ma'ar Shaddam","N20","Rseik","Ma'ar Shaddam","Rseik sector","Exact title","https://starwars.fandom.com/wiki/Ma'ar_Shaddam"
"Maires","O9","Hapes Cluster","Maires","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Maires"
"Majoor","N15","Majoor","Majoor","Majoor sector","Exact title","https://starwars.fandom.com/wiki/Majoor"
"Makeb","Q13","Aida sector","Makeb","Aida sector","Exact title","https://starwars.fandom.com/wiki/Makeb"
"Makem Te","S5","Nilgaard","Makem Te","Nilgaard sector","Exact title","https://starwars.fandom.com/wiki/Makem_Te"
"Malachor","S4","Chorlian sector","Malachor","Chorlian sector","Exact title","https://starwars.fandom.com/wiki/Malachor"
"Malador","L17","Juvex","Malador","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Malador"
"Malastare","N16","Dustig","Malastare","Dustig sector","Exact title","https://starwars.fandom.com/wiki/Malastare"
"Maldra","U8","Shadola","Maldra system","Shadola sector","System or continuity variant","https://starwars.fandom.com/wiki/Maldra_system"
"Mall'ordian","R3","Corporate Sector","Mall'ordian","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Mall'ordian"
"Malrev IV","P6","Thrasybule","Malrev IV","Thrasybule sector","Exact title","https://starwars.fandom.com/wiki/Malrev_IV"
"Maltha Obex","O3","Mieru'kar","Maltha Obex system","Mieru'kar sector","System or continuity variant","https://starwars.fandom.com/wiki/Maltha_Obex_system"
"Mamendin","K9","Farrfin sector","Mamendin","Farrfin sector","Exact title","https://starwars.fandom.com/wiki/Mamendin"
"Manda","R15","Manda","Manda","Manda sector","Exact title","https://starwars.fandom.com/wiki/Manda"
"Mandell","R14","Bothan Space","Mandell","Bothan sector","Exact title","https://starwars.fandom.com/wiki/Mandell"
"Manforgon","L17","Juvex","Manforgon","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Manforgon"
"Mannova","Q5","Gordian Reach","Mannova","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Mannova"
"Manpha","K20","Seitia","Manpha","Seitia sector","Exact title","https://starwars.fandom.com/wiki/Manpha"
"Mantan","U6","Calamari","Mantan","Calamari sector","Exact title","https://starwars.fandom.com/wiki/Mantan"
"Mantessa","M8","Orus","Mantessa","Orus sector","Exact title","https://starwars.fandom.com/wiki/Mantessa"
"Mantooine","L5","Atrivis","Mantooine","Atrivis sector","Exact title","https://starwars.fandom.com/wiki/Mantooine"
"Manwess","N9","Berri Sector","Manwess system","Kilbanis sector","System or continuity variant","https://starwars.fandom.com/wiki/Manwess_system"
"Maridun","Q6","Rolion","Maridun","Rolion sector","Exact title","https://starwars.fandom.com/wiki/Maridun"
"Markbee's Star","L5","Atrivis","Markbee's Star","Atrivis sector","Exact title","https://starwars.fandom.com/wiki/Markbee's_Star"
"Marmoth","K4","Albarrio","Marmoth","Albarrio sector","Exact title","https://starwars.fandom.com/wiki/Marmoth"
"Marquarra","J5","Prefsbelt sector","Marquarra","Prefsbelt sector","Exact title","https://starwars.fandom.com/wiki/Marquarra"
"Marrovia","P5","Gordian Reach","Marrovia","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Marrovia"
"Maryo","S4","Corporate Sector","Maryo","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Maryo"
"Marzoon","I16","Marzoon","Marzoon system","Marzoon sector","System or continuity variant","https://starwars.fandom.com/wiki/Marzoon_system"
"Masterra","Q14","Hertae","Masterra","Hertae sector","Exact title","https://starwars.fandom.com/wiki/Masterra"
"Mataou","K18","Anoat","Mataou","Javin sector","Exact title","https://starwars.fandom.com/wiki/Mataou"
"Matra","S4","Corporate Sector","Matra system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Matra_system"
"Maya Kovel","H16","Moddell","Maya Kovel/Legends","Zuma sector","Exact title","https://starwars.fandom.com/wiki/Maya_Kovel%2FLegends"
"Mayvitch","L8","Immalia","Mayvitch system","Immalia sector","System or continuity variant","https://starwars.fandom.com/wiki/Mayvitch_system"
"Media","S4","Corporate Sector","Media system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Media_system"
"Medth","M17","Ado","Medth","Ado sector","Exact title","https://starwars.fandom.com/wiki/Medth"
"Mek va Uil","O13","Surron","Mek va Uil","Surron sector","Exact title","https://starwars.fandom.com/wiki/Mek_va_Uil"
"Melnea's World","R16","Arkanis","Melnea's World","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Melnea's_World"
"Mephout","H20","Dosuun Sector","Mephout system","Mephout Dominion","System or continuity variant","https://starwars.fandom.com/wiki/Mephout_system"
"Merren","O14","Chaykin","Merren system","Chaykin sector","System or continuity variant","https://starwars.fandom.com/wiki/Merren_system"
"Messert","Q10","Mytaranor","Messert","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Messert"
"Metalorn","R8","Talcene","Metalorn","Talcene sector","Exact title","https://starwars.fandom.com/wiki/Metalorn"
"Metellos","K9","Corusca Sector","Metellos","Corusca sector","Search result","https://starwars.fandom.com/wiki/Metellos"
"Mev","K18","Anoat","Mev system","Javin sector","System or continuity variant","https://starwars.fandom.com/wiki/Mev_system"
"Mexeluine","K18","Anoat","Mexeluine","Javin sector","Exact title","https://starwars.fandom.com/wiki/Mexeluine"
"Mijos","K18","Anoat","Mijos","Javin sector","Exact title","https://starwars.fandom.com/wiki/Mijos"
"Mika","R17","Arkanis","Mika system","Arkanis sector","System or continuity variant","https://starwars.fandom.com/wiki/Mika_system"
"Milagro","O14","Chaykin","Milagro/Legends","Chaykin sector","Exact title","https://starwars.fandom.com/wiki/Milagro%2FLegends"
"Milarian","R16","Trans-Nebular","Milarian","Trans-Nebular sector","Exact title","https://starwars.fandom.com/wiki/Milarian"
"Millinar","O9","Hapes Cluster","Millinar","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Millinar"
"Mimban","O12","Circarpous","Mimban","Circarpous sector","Exact title","https://starwars.fandom.com/wiki/Mimban"
"Minashee","K5","Cassander","Minashee","Cassander sector","Exact title","https://starwars.fandom.com/wiki/Minashee"
"Mindabaal","J13","Bardotta Sector","Mindabaal system","Faultheen sector","Linked system","https://starwars.fandom.com/wiki/Mindabaal_system"
"Minntooine","T6","Calamari","Minntooine","Calamari sector","Exact title","https://starwars.fandom.com/wiki/Minntooine"
"Mirial","Q4","I-Sector","Mirial","Illisurevimurasi sector","Exact title","https://starwars.fandom.com/wiki/Mirial"
"Miztoc","K17","Irnaj","Miztoc","Irnaj sector","Exact title","https://starwars.fandom.com/wiki/Miztoc"
"Modus","O9","Hapes Cluster","Modus system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Modus_system"
"Mogoshyn","P5","Gordian Reach","Mogoshyn","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Mogoshyn"
"Molavar","S15","Abrion","Molavar","Abrion sector","Exact title","https://starwars.fandom.com/wiki/Molavar"
"Moltok","L5","Atrivis","Moltok","Atrivis sector","Exact title","https://starwars.fandom.com/wiki/Moltok"
"Momansi","O15","Brevost","Momansi system","Brevost sector","System or continuity variant","https://starwars.fandom.com/wiki/Momansi_system"
"Mon Calamari","U6","Calamari","Mon Calamari system","Calamari sector","System or continuity variant","https://starwars.fandom.com/wiki/Mon_Calamari_system"
"Mon Gazza","Q16","Lambda","Mon Gazza","Lambda sector","Exact title","https://starwars.fandom.com/wiki/Mon_Gazza"
"Monastery","Q14","Haserian","Monastery","Haserian sector","Exact title","https://starwars.fandom.com/wiki/Monastery"
"Mondress","J7","Mandress","Mondress system","Mondress sector","System or continuity variant","https://starwars.fandom.com/wiki/Mondress_system"
"Monhudle","K5","Cassander","Monhudle","Cassander sector","Exact title","https://starwars.fandom.com/wiki/Monhudle"
"Monor","P15","Doldur","Monor system","Doldur sector","System or continuity variant","https://starwars.fandom.com/wiki/Monor_system"
"Montitia","J15","Mintitian Grant","Montitia","Montitian Grant sector","Exact title","https://starwars.fandom.com/wiki/Montitia"
"Mordagon","P12","Authala","Mordagon","Authala sector","Exact title","https://starwars.fandom.com/wiki/Mordagon"
"Morellia","S3","Morellian Commonwealth","Morellia","Morellian Commonwealth","Exact title","https://starwars.fandom.com/wiki/Morellia"
"Morishim","K5","Albarrio","Morishim","Albarrio sector","Exact title","https://starwars.fandom.com/wiki/Morishim"
"Mossak","R6","Thanium","Mossak","Thanium sector","Exact title","https://starwars.fandom.com/wiki/Mossak"
"Mrlsst","L13","Tapani sector","Mrlsst","Tapani sector","Exact title","https://starwars.fandom.com/wiki/Mrlsst"
"Msst","P7","Msst","Msst","Msst sector","Exact title","https://starwars.fandom.com/wiki/Msst"
"Mugaar","K18","Bruanii","Mugaar/Legends","Bruanii sector","Exact title","https://starwars.fandom.com/wiki/Mugaar%2FLegends"
"Mulatan","S10","Hutt Space","Mulatan","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Mulatan"
"Mullan","T6","Keldrath","Mullan","Greater Tion","Exact title","https://starwars.fandom.com/wiki/Mullan"
"Munto Codru","T6","Pakuuni","Munto Codru/Legends","Pakuuni sector","Exact title","https://starwars.fandom.com/wiki/Munto_Codru%2FLegends"
"Murk","H16","Moddell","Murk system","Zuma sector","System or continuity variant","https://starwars.fandom.com/wiki/Murk_system"
"Murkhana","S6","Auril","Murkhana","Auril sector","Exact title","https://starwars.fandom.com/wiki/Murkhana"
"Mussubir","L17","Senex","Mussubir system","Senex sector","System or continuity variant","https://starwars.fandom.com/wiki/Mussubir_system"
"Mustafar","L19","Atravis","Mustafar","Atravis sector","Exact title","https://starwars.fandom.com/wiki/Mustafar"
"Muunilinst","K4","Obtrexta","Muunilinst","Obtrexta sector","Exact title","https://starwars.fandom.com/wiki/Muunilinst"
"Muzara","K8","Trestis","Muzara","Trestis sector","Exact title","https://starwars.fandom.com/wiki/Muzara"
"Mygeeto","K5","Albarrio","Mygeeto","Albarrio sector","Exact title","https://starwars.fandom.com/wiki/Mygeeto"
"Myomar","J7","Deadalis","Myomar","Deadalis sector","Exact title","https://starwars.fandom.com/wiki/Myomar"
"Mytaranor","P10","Mytaranor","Mytaranor","Kashyyyk Region","Exact title","https://starwars.fandom.com/wiki/Mytaranor"
"N'Zoth","K10","Farlax sector","N'zoth","Farlax sector","Exact title","https://starwars.fandom.com/wiki/N'zoth"
"Naalol","L17","Spirva","Naalol","Spirva sector","Exact title","https://starwars.fandom.com/wiki/Naalol"
"Naboo","O17","Chommel","Naboo","Chommell sector","Exact title","https://starwars.fandom.com/wiki/Naboo"
"Nadiem","U11","Baxel","Nadiem","Baxel sector","Exact title","https://starwars.fandom.com/wiki/Nadiem"
"Najarka","J19","Rayter","Najarka","Rayter sector","Exact title","https://starwars.fandom.com/wiki/Najarka"
"Najiba","R17","Arkanis","Najiba","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Najiba"
"Nam Chorios","R6","Meridian","Nam Chorios","Meridian sector","Exact title","https://starwars.fandom.com/wiki/Nam_Chorios"
"Nam'ta","L5","Atrivis","Nam'ta","Atrivis sector","Exact title","https://starwars.fandom.com/wiki/Nam'ta"
"Namadii","I6","Churnis","Namadii/Legends","Churnis sector","Exact title","https://starwars.fandom.com/wiki/Namadii%2FLegends"
"Nantama","L17","Senex","Nantama","Senex sector","Exact title","https://starwars.fandom.com/wiki/Nantama"
"Nanth'ri","Q12","Kurost","Nanth'ri","Kurost sector","Exact title","https://starwars.fandom.com/wiki/Nanth'ri"
"Nantuker","O9","Hapes Cluster","Nantuker","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Nantuker"
"Naporar","F8","Chiss Ascendancy","Naporar","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Naporar"
"Nar Chunna","S10","Hutt Space","Nar Chunna","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Nar_Chunna"
"Nars","L17","Senex","Nars","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Nars"
"Natalon","K16","Piryn SHar","Natalon system","Piryn Shar sector","System or continuity variant","https://starwars.fandom.com/wiki/Natalon_system"
"Nathema","S4","Chorlian","Nathema","Chorlian sector","Exact title","https://starwars.fandom.com/wiki/Nathema"
"Nazzri","P9","Dona Laza","Nazzri","Kashyyyk Region","Exact title","https://starwars.fandom.com/wiki/Nazzri"
"Near Indosa","P6","Gordian Reach","Near Indosa","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Near_Indosa"
"Nedij","Q19","Merel","Nedij","Samix sector","Exact title","https://starwars.fandom.com/wiki/Nedij"
"Neelanon","L17","Senex","Neelanon","Senex sector","Exact title","https://starwars.fandom.com/wiki/Neelanon"
"Neelgaimon","Q3","Xappyh","Neelgaimon","Xappyh sector","Exact title","https://starwars.fandom.com/wiki/Neelgaimon"
"Neimoidia","M10","Quellor sector","Neimoidia","Quellor sector","Exact title","https://starwars.fandom.com/wiki/Neimoidia"
"Nelvaan","Q16","Savareen","Nelvaan","Savareen sector","Exact title","https://starwars.fandom.com/wiki/Nelvaan"
"Nentan","K7","Clythe","Nentan","Glythe sector","Exact title","https://starwars.fandom.com/wiki/Nentan"
"Nepoy","L17","Senex","Nepoy","Senex sector","Exact title","https://starwars.fandom.com/wiki/Nepoy"
"Neshtab","K8","Aphran Sector","Neshtab system","Quohag sector","Linked system","https://starwars.fandom.com/wiki/Neshtab_system"
"Nessem","M8","Lostar","Nessem","Lostar sector","Exact title","https://starwars.fandom.com/wiki/Nessem"
"New Alderaan","T6","Ash Worlds","New Alderaan","Ash Worlds","Exact title","https://starwars.fandom.com/wiki/New_Alderaan"
"New Apsolon","P10","Terr'skiar","New Apsolon/Legends","Terr'skiar sector","Exact title","https://starwars.fandom.com/wiki/New_Apsolon%2FLegends"
"New Ator","R16","Arkanis","New Ator","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/New_Ator"
"New Bakstre","K5","Cassander","New Bakstre","Cassandran sectors, Tendrannan subsector","Exact title","https://starwars.fandom.com/wiki/New_Bakstre"
"New Balosar","K16","Arc d'Stot sector","New Balosar","Arc d'Stot sector","Search result","https://starwars.fandom.com/wiki/New_Balosar"
"New Cov","P14","Churba","New Cov/Legends","Churba sector","Exact title","https://starwars.fandom.com/wiki/New_Cov%2FLegends"
"New Cylimba","L17","D'Aelgoth","New Cylimba","D'Aelgoth sector","Exact title","https://starwars.fandom.com/wiki/New_Cylimba"
"New Heurkea","U6","Calamari","New Heurkea system","Calamari sector","System or continuity variant","https://starwars.fandom.com/wiki/New_Heurkea_system"
"New Holstice","R7","Maldrood","New Holstice","Maldrood sector","Exact title","https://starwars.fandom.com/wiki/New_Holstice"
"Nexus Ortai","Q14","Hertae","Nexus Ortai/Legends","Hertae sector","Exact title","https://starwars.fandom.com/wiki/Nexus_Ortai%2FLegends"
"Nez Peron","O5","D'Astan","Nez Peron/Legends","D'Astan sector","Exact title","https://starwars.fandom.com/wiki/Nez_Peron%2FLegends"
"Nfolgai","R4","Sith Worlds","Nfolgai","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Nfolgai"
"Nicht Ka","R5","Sith Worlds","Nicht Ka","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Nicht_Ka"
"Nigel","N16","Vish","Nigel system","Kira sector","System or continuity variant","https://starwars.fandom.com/wiki/Nigel_system"
"Nim Drovis","R7","Meridian","Nim Drovis","Meridian sector","Exact title","https://starwars.fandom.com/wiki/Nim_Drovis"
"Nimat","T8","Tharin","Nimat system","Tharin sector","System or continuity variant","https://starwars.fandom.com/wiki/Nimat_system"
"Ninn","R3","Corporate Sector","Ninn","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Ninn"
"Nirauan","I5","Nirauan Sector","Nirauan/Legends","Gradilis sector","Exact title","https://starwars.fandom.com/wiki/Nirauan%2FLegends"
"Nivek","O14","Citlik","Nivek","Citlik sector","Exact title","https://starwars.fandom.com/wiki/Nivek"
"Nixor","Q12","Eclorar","Nixor/Legends","Eclorar sector","Exact title","https://starwars.fandom.com/wiki/Nixor%2FLegends"
"Nkllon","L16","Alchenaut","Nkllon/Legends","Alchenaut sector","Exact title","https://starwars.fandom.com/wiki/Nkllon%2FLegends"
"Noe'ha'on","K16","Piryn SHar","Noe'ha'on","Piryn Shar sector","Exact title","https://starwars.fandom.com/wiki/Noe'ha'on"
"Noe'ha'on","K16","Piryn SHar","Noe'ha'on","Piryn Shar sector","Exact title","https://starwars.fandom.com/wiki/Noe'ha'on"
"Nooli","Q13","Noolian","Nooli","Noolian sector","Exact title","https://starwars.fandom.com/wiki/Nooli"
"Noonar","M6","Halthor","Noonar","Noonian sector","Exact title","https://starwars.fandom.com/wiki/Noonar"
"Noris","F8","Chiss Ascendancy","Noris","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Noris"
"Norval","T9","Calaron","Norval system","Calaron sector","System or continuity variant","https://starwars.fandom.com/wiki/Norval_system"
"Nothoiin","K18","Anoat","Nothoiin","Javin sector","Exact title","https://starwars.fandom.com/wiki/Nothoiin"
"Nouane","N8","Nouane","Nouane","Nouane sector","Exact title","https://starwars.fandom.com/wiki/Nouane"
"Novi","O9","Hapes Cluster","Novi system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Novi_system"
"Nubia","M11","Corellian sector","Nubia","Corellian sector","Exact title","https://starwars.fandom.com/wiki/Nubia"
"Null","N7","Trans'Vulta","Null","Trans-Vulta sector","Exact title","https://starwars.fandom.com/wiki/Null"
"Nuralee","N16","Tyus","Nuralee","Tyus sector","Exact title","https://starwars.fandom.com/wiki/Nuralee"
"Nuswatta","S6","Cronese Mandate","Nuswatta","Cronese Mandate","Exact title","https://starwars.fandom.com/wiki/Nuswatta"
"Nuvar","N17","Dustig","Nuvar","Dustig sector","Exact title","https://starwars.fandom.com/wiki/Nuvar"
"Nyny","T7","Ash Worlds","Nyny","Ash Worlds","Exact title","https://starwars.fandom.com/wiki/Nyny"
"Obana","R16","Arkanis","Obana system","Arkanis sector","System or continuity variant","https://starwars.fandom.com/wiki/Obana_system"
"Obredaan","K6","Irishi","Obredaan","Irishi sector","Exact title","https://starwars.fandom.com/wiki/Obredaan"
"Obroa-skai","N8","Asrat Sector","Obroa-skai system/Legends","Paonnid/Obroa-skai region","System or continuity variant","https://starwars.fandom.com/wiki/Obroa-skai_system%2FLegends"
"Ocsin","S3","Corporate Sector","Ocsin system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Ocsin_system"
"Odacer-Faustin","Q5","Esstran","Odacer-Faustin","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Odacer-Faustin"
"Odik","K11","Byss Sector","Odik system/Legends","Sector 5","System or continuity variant","https://starwars.fandom.com/wiki/Odik_system%2FLegends"
"Ogem","L17","D'Aelgoth","Ogem","D'Aelgoth sector","Exact title","https://starwars.fandom.com/wiki/Ogem"
"OHS1782-03","T7","Ash Worlds","OHS1782-03 system","Ash Worlds","System or continuity variant","https://starwars.fandom.com/wiki/OHS1782-03_system"
"OHS2132-04","T7","Ash Worlds","OHS2132-04 system","Ash Worlds","System or continuity variant","https://starwars.fandom.com/wiki/OHS2132-04_system"
"OHS3842-03","T7","Ash Worlds","OHS3842-03","Ash Worlds","Exact title","https://starwars.fandom.com/wiki/OHS3842-03"
"OHS4140-02","T7","Ash Worlds","OHS4140-02 system","Ash Worlds","System or continuity variant","https://starwars.fandom.com/wiki/OHS4140-02_system"
"Ojom","M11","Baraboo Sector","Ojom/Legends","Sector 5","Exact title","https://starwars.fandom.com/wiki/Ojom%2FLegends"
"Old Mankoo","N17","Quess","Old Mankoo","Quess sector","Exact title","https://starwars.fandom.com/wiki/Old_Mankoo"
"Ompersan","K5","Prefsbelt","Ompersan","Prefsbelt sector","Exact title","https://starwars.fandom.com/wiki/Ompersan"
"Omwat","N18","Garis","Omwat","Garis sector","Exact title","https://starwars.fandom.com/wiki/Omwat"
"Ool","E8","Chiss Ascendancy","Ool","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Ool"
"Ooo-temiuk","R16","Arkanis","Ooo-temiuk","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Ooo-temiuk"
"Oovo","S8","Tharin","Oovo","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Oovo"
"Opiteihr","M16","Var Hagen","Opiteihr","Var Hagen sector","Exact title","https://starwars.fandom.com/wiki/Opiteihr"
"Orax","L20","Subterrel","Orax","Subterrel sector","Exact title","https://starwars.fandom.com/wiki/Orax"
"Ord Biniir","L5","Relgim","Ord Biniir","Relgim sector","Exact title","https://starwars.fandom.com/wiki/Ord_Biniir"
"Ord Canfre","K5","Cassander","Ord Canfre","Cassander sector","Exact title","https://starwars.fandom.com/wiki/Ord_Canfre"
"Ord Cantrell","K6","Fath","Ord Cantrell","Fath sector","Exact title","https://starwars.fandom.com/wiki/Ord_Cantrell"
"Ord Cestus","O6","D'Astan","Ord Cestus","D'Astan sector","Exact title","https://starwars.fandom.com/wiki/Ord_Cestus"
"Ord Grovner","O18","Khuiumin","Ord Grovner","Khuiumin sector","Exact title","https://starwars.fandom.com/wiki/Ord_Grovner"
"Ord Ibanna","M17","Brema","Ord Ibanna","Brema sector","Exact title","https://starwars.fandom.com/wiki/Ord_Ibanna"
"Ord Mantell","L7","Bright Jewel","Ord Mantell","Bright Jewel sector","Exact title","https://starwars.fandom.com/wiki/Ord_Mantell"
"Ord Pardron","R15","Dufilvian","Ord Pardron","Dufilvan sector","Exact title","https://starwars.fandom.com/wiki/Ord_Pardron"
"Ord Radama","Q5","Esstran","Ord Radama","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Ord_Radama"
"Ord Sedra","K4","Clacis","Ord Sedra","Clacis sector","Exact title","https://starwars.fandom.com/wiki/Ord_Sedra"
"Ord Sigatt","N6","Noonian","Ord Sigatt","Noonian sector","Exact title","https://starwars.fandom.com/wiki/Ord_Sigatt"
"Ord Tessebok","K6","Irishi","Ord Tessebok","Irishi sector","Exact title","https://starwars.fandom.com/wiki/Ord_Tessebok"
"Ord Thoden","J4","Dynali","Ord Thoden","Dynali sector","Exact title","https://starwars.fandom.com/wiki/Ord_Thoden"
"Ord Tiddell","Q7","Tennuutta","Ord Tiddell","Tennuutta sector","Exact title","https://starwars.fandom.com/wiki/Ord_Tiddell"
"Ord Trasi","L4","Relgim","Ord Trasi/Legends","Relgim sector","Exact title","https://starwars.fandom.com/wiki/Ord_Trasi%2FLegends"
"Ord Varee","J7","Belshar","Ord Varee","Belshar sector","Exact title","https://starwars.fandom.com/wiki/Ord_Varee"
"Ord Vaug","L15","Rocantor","Ord Vaug","Rocantor sector","Exact title","https://starwars.fandom.com/wiki/Ord_Vaug"
