"Planet","Grid","CurrentSector","WookieepediaStubTitle","MatchType","SourceUrl"
"Junkfort Station","T8","Tharin","Tharin sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Tharin_sector%2FLegends"
"Juvex","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"K'ath","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Kaal","K17","Yushan","Yushan sector","Sector-normalized title","https://starwars.fandom.com/wiki/Yushan_sector"
"Kabal","N18","Mayagil","Mayagil sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mayagil_sector"
"Kabray","P15","Corweillian","Corweillian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Corweillian_sector"
"Kalarba","P15","Hevvrol","Hevvrol sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hevvrol_sector"
"Kalevala","O7","Mandalore","Mandalore sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mandalore_sector"
"Kalgo","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Kaliida Shoals","O17","Ryndellian","Ryndellian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ryndellian_sector"
"Kalinda","O16","Vilonis","Vilonis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vilonis_sector"
"Kalishik","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Kalki Nebula","L5","Cassander","Cassander subsector","Sector-normalized title","https://starwars.fandom.com/wiki/Cassander_subsector"
"Kalkovak","S8","Bortele","Bortele sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bortele_sector"
"Kalsunor","R5","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Kamdon","U7","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Kamino","S15","Abrion sector","Abrion sector","Exact title","https://starwars.fandom.com/wiki/Abrion_sector"
"Kamur","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Kanaver","S5","Tion Hegemony","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Tion_Hegemony"
"Kaon","S6","Tion Hegemony","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Tion_Hegemony"
"Karazak","P19","Sujimis","Sujimis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sujimis_sector"
"Kardura","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Karfeddion","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Karra","J19","Rayter","Rayter sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rayter_sector"
"Karsten's World","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Kashyyyk","P9","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"Kassido","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Katarr","O8","Vensori","Vensori sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vensori_sector"
"Kath","M17","Dustig","Dustig sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dustig_sector"
"Kattada","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Kedorzha","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Keitum","J6","Ariarch","Ariarch sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ariarch_sector"
"Kelrodo-Ai","L18","Steniplis","Steniplis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Steniplis_sector"
"Kemal Station","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Kesh","U10","Bheriz Sector","Bheriz sector","Exact title","https://starwars.fandom.com/wiki/Bheriz_sector"
"Kesmere","L4","Raioballo","Raioballo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Raioballo_sector"
"Kesmere Minor","L4","Raioballo","Raioballo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Raioballo_sector"
"Kessel","T10","Kessel","Kessel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kessel_sector"
"Ketaris","L5","Oplovis","Oplovis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Oplovis_sector"
"Khar Delba","R5","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Khubeaie","R17","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Kiffu","L14","Kiffu","Kiffu sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kiffu_sector"
"Kile","S7","Jospro","Jospro sector","Sector-normalized title","https://starwars.fandom.com/wiki/Jospro_sector"
"Kimm Aurek","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Kimm Besh","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Kimm Cresh","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Kinyen","L15","Bes Ber Bikade","Bes Ber Bikade sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bes_Ber_Bikade_sector"
"Kiros","L8","Ehosiq","Ehosiq sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ehosiq_sector"
"Kirtania","P4","Nembus","Nembus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nembus_sector"
"Kirtarkin","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Kiva","O7","Venaarian","Venaarian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Venaarian_sector"
"Kli'aar","P5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Knores","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Koba","J16","Narrant","Narrant sector","Sector-normalized title","https://starwars.fandom.com/wiki/Narrant_sector"
"Kobaria","M12","Emmo sector","Emmo sector","Exact title","https://starwars.fandom.com/wiki/Emmo_sector"
"Kodai","R6","Belderone","Belderone sector","Sector-normalized title","https://starwars.fandom.com/wiki/Belderone_sector"
"Koiogra","R16","Grohl","Grohl sector","Sector-normalized title","https://starwars.fandom.com/wiki/Grohl_sector"
"Kokash","J10","Kokash sector","Kokash sector","Exact title","https://starwars.fandom.com/wiki/Kokash_sector"
"Kol Huro","N4","Kanz","Kanz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kanz_sector"
"Kolanda Station","S14","Yminis","Yminis sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Yminis_sector%2FLegends"
"Korev VII","N9","Zaric","Zaric sector","Sector-normalized title","https://starwars.fandom.com/wiki/Zaric_sector"
"Korfo","M9","Adari Sector","Adari sector/Legends","Exact title","https://starwars.fandom.com/wiki/Adari_sector%2FLegends"
"Korphir","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Korriban","R5","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Korriz","R4","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Korvaii","L7","Kordu","Kordu sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Kordu_sector%2FLegends"
"Kothlis","R14","Bothan Space","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Bothan_Space"
"Krann","O15","Brevost","Brevost sector","Sector-normalized title","https://starwars.fandom.com/wiki/Brevost_sector"
"Krant","R14","Bothan Space","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Bothan_Space"
"Krayiss","R4","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Kril'Dor","I7","Outer Jalor","Outer Jalor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Outer_Jalor_sector"
"Krinemonen","U6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Kriselist","K16","Wornal","Wornal sector","Sector-normalized title","https://starwars.fandom.com/wiki/Wornal_sector"
"Kroctar","N7","Shataum","Shataum sector","Sector-normalized title","https://starwars.fandom.com/wiki/Shataum_sector"
"Kromus","P7","Esuain","Esuain sector","Sector-normalized title","https://starwars.fandom.com/wiki/Esuain_sector"
"Krylon","P5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Kuat","M10","Kuat sector","Kuat sector","Exact title","https://starwars.fandom.com/wiki/Kuat_sector"
"Kumru","K18","Javin","Javin sector","Sector-normalized title","https://starwars.fandom.com/wiki/Javin_sector"
"Kuna's Eye","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Kuna's Fist","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Kuna's Horn","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Kuna's Tail","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Kuna's Tooth","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Kushibah","P5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Kwookrrr","Q9","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"Ladarra","P5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Lafra","R4","Wyl","Wyl sector","Sector-normalized title","https://starwars.fandom.com/wiki/Wyl_sector"
"Lah'mu","L4","Raioballo","Raioballo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Raioballo_sector"
"Lahsbane","R15","Onatos","Onatos sector","Sector-normalized title","https://starwars.fandom.com/wiki/Onatos_sector"
"Lanteeb","I17","Bri'ahl","Bri'ahl sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Bri'ahl_sector%2FLegends"
"Lanthe","M16","Var Hagen","Var Hagen sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Var_Hagen_sector%2FLegends"
"Lantillies","P8","Lantillian","Lantillian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Lantillian_sector"
"Lavisar","M7","Strabin","Strabin sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Strabin_sector%2FLegends"
"Lekua","T8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Lelmra","P14","Churba","Churba sector","Sector-normalized title","https://starwars.fandom.com/wiki/Churba_sector"
"Lenico IV","L6","Cademimu","Cademimu sector","Sector-normalized title","https://starwars.fandom.com/wiki/Cademimu_sector"
"Leria Kerlsil","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Leritor","Q15","Yucrales","Yucrales sector","Sector-normalized title","https://starwars.fandom.com/wiki/Yucrales_sector"
"Lexrul","Q10","Trax","Trax sector","Sector-normalized title","https://starwars.fandom.com/wiki/Trax_sector"
"Lianna","S6","Allied Tion","Allied Tion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Allied_Tion_sector"
"Linuri","P15","Doldur","Doldur sector","Sector-normalized title","https://starwars.fandom.com/wiki/Doldur_sector"
"Lirra","U12","Baxel","Baxel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Baxel_sector"
"Listehol","Q4","Kwymar","Kwymar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kwymar_sector"
"Little Capella","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Little Kessel","T10","Kessel","Kessel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kessel_sector"
"Little Talhovi","K18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Livien","S5","Tion Hegemony","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Tion_Hegemony"
"Llanic","Q16","Karthakk","Karthakk sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Karthakk_sector%2FLegends"
"Loedorvia","K12","Weemell sector","Weemell sector","Exact title","https://starwars.fandom.com/wiki/Weemell_sector"
"Lohopa","M15","Boeus","Boeus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Boeus_sector"
"Lok","Q17","Karthakk","Karthakk sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Karthakk_sector%2FLegends"
"Lola Sayu","R6","Belderone sector","Belderone sector","Exact title","https://starwars.fandom.com/wiki/Belderone_sector"
"Lonnaw","K6","Droma","Droma sector","Sector-normalized title","https://starwars.fandom.com/wiki/Droma_sector"
"Loovria","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Lorahns","P14","Sloo","Sloo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sloo_sector"
"Lorrd","N4","Kanz","Kanz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kanz_sector"
"Lorta","J17","Gendius","Gendius sector","Sector-normalized title","https://starwars.fandom.com/wiki/Gendius_sector"
"Lothal","U7","Dominus","Dominus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dominus_sector"
"Low'n","Q8","Romintine","Romintine sector","Sector-normalized title","https://starwars.fandom.com/wiki/Romintine_sector"
"Lucazec","Q6","Nuiri","Nuiri sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nuiri_sector"
"Lur","R4","Aparo","Aparo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Aparo_sector"
"Lwhekk","C16","Ssi-ruuvi Space","Ssi-ruuvi Space","Exact title","https://starwars.fandom.com/wiki/Ssi-ruuvi_Space"
"Lyran","S15","Quiberon","Quiberon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quiberon_sector"
"Ma'ar Shaddam","N20","Rseik","Rseik sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rseik_sector"
"Makeb","Q13","Aida sector","Aida sector","Exact title","https://starwars.fandom.com/wiki/Aida_sector"
"Malachor","S4","Chorlian sector","Chorlian sector","Exact title","https://starwars.fandom.com/wiki/Chorlian_sector"
"Malador","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Malastare","N16","Dustig","Dustig sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dustig_sector"
"Maldra","U8","Shadola","Shadola sector","Sector-normalized title","https://starwars.fandom.com/wiki/Shadola_sector"
"Malestrom Nebula","K5","Albarrio","Albarrio sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Albarrio_sector%2FLegends"
"Malrev IV","P6","Thrasybule","Thrasybule sector","Sector-normalized title","https://starwars.fandom.com/wiki/Thrasybule_sector"
"Maltha Obex","O3","Mieru'kar","Mieru'kar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mieru'kar_sector"
"Mamendin","K9","Farrfin sector","Farrfin sector","Exact title","https://starwars.fandom.com/wiki/Farrfin_sector"
"Manaan","O11","Belasco Sector","Belasco sector","Exact title","https://starwars.fandom.com/wiki/Belasco_sector"
"Mandalore & Concordia","O7","Mandalore","Mandalore sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mandalore_sector"
"Mandell","R14","Bothan Space","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Bothan_Space"
"Manforgon","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Mannova","Q5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Manpha","K20","Seitia","Seitia sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Seitia_sector%2FLegends"
"Mantan","U6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Mantessa","M8","Orus","Orus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Orus_sector"
"Maridun","Q6","Rolion","Rolion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rolion_sector"
"Marmoth","K4","Albarrio","Albarrio sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Albarrio_sector%2FLegends"
"Marquarra","J5","Prefsbelt sector","Prefsbelt sector","Exact title","https://starwars.fandom.com/wiki/Prefsbelt_sector"
"Marrovia","P5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Marzoon","I16","Marzoon","Marzoon sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Marzoon_sector%2FLegends"
"Masterra","Q14","Hertae","Hertae sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hertae_sector"
"Mataou","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Maya Kovel","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Mayvitch","L8","Immalia","Immalia sector","Sector-normalized title","https://starwars.fandom.com/wiki/Immalia_sector"
"Medth","M17","Ado","Ado sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ado_sector"
"Mek va Uil","O13","Surron","Surron sector","Sector-normalized title","https://starwars.fandom.com/wiki/Surron_sector"
"Melnea's World","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Merren","O14","Chaykin","Chaykin sector","Sector-normalized title","https://starwars.fandom.com/wiki/Chaykin_sector"
"Merson","O10","Airon","Airon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Airon_sector"
"Meryx Minor","O19","Sujimis","Sujimis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sujimis_sector"
"Messert","Q10","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"Metalorn","R8","Talcene","Talcene sector","Sector-normalized title","https://starwars.fandom.com/wiki/Talcene_sector"
"Metellos","K9","Corusca Sector","Corusca sector","Exact title","https://starwars.fandom.com/wiki/Corusca_sector"
"Mev","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Mexeluine","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Mijos","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Mika","R17","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Milagro","O14","Chaykin","Chaykin sector","Sector-normalized title","https://starwars.fandom.com/wiki/Chaykin_sector"
"Milarian","R16","Trans-Nebular","Trans-Nebular sector","Sector-normalized title","https://starwars.fandom.com/wiki/Trans-Nebular_sector"
"Mimban","O12","Circarpous","Circarpous sector","Sector-normalized title","https://starwars.fandom.com/wiki/Circarpous_sector"
"Minashee","K5","Cassander","Cassander subsector","Sector-normalized title","https://starwars.fandom.com/wiki/Cassander_subsector"
"Minntooine","T6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Mogoshyn","P5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Molavar","S15","Abrion","Abrion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Abrion_sector"
"Momansi","O15","Brevost","Brevost sector","Sector-normalized title","https://starwars.fandom.com/wiki/Brevost_sector"
"Mon Calamari","U6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Monastery","Q14","Haserian","Haserian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Haserian_sector"
"Monhudle","K5","Cassander","Cassander subsector","Sector-normalized title","https://starwars.fandom.com/wiki/Cassander_subsector"
"Monor","P15","Doldur","Doldur sector","Sector-normalized title","https://starwars.fandom.com/wiki/Doldur_sector"
"Moonus","R14","Bothan Space","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Bothan_Space"
"Mordagon","P12","Authala","Authala sector","Sector-normalized title","https://starwars.fandom.com/wiki/Authala_sector"
"Morellia","S3","Morellian Commonwealth","Morellian Commonwealth","Exact title","https://starwars.fandom.com/wiki/Morellian_Commonwealth"
"Morishim","K5","Albarrio","Albarrio sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Albarrio_sector%2FLegends"
"Mossak","R6","Thanium","Thanium sector","Sector-normalized title","https://starwars.fandom.com/wiki/Thanium_sector"
"Mrlsst","L13","Tapani sector","Tapani sector","Exact title","https://starwars.fandom.com/wiki/Tapani_sector"
"Msst","P7","Msst","Msst sector","Sector-normalized title","https://starwars.fandom.com/wiki/Msst_sector"
"Mullan","T6","Keldrath","Keldrath sector","Sector-normalized title","https://starwars.fandom.com/wiki/Keldrath_sector"
"Munto Codru","T6","Pakuuni","Pakuuni sector","Sector-normalized title","https://starwars.fandom.com/wiki/Pakuuni_sector"
"Murk","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Murkhana","S6","Auril","Auril sector","Sector-normalized title","https://starwars.fandom.com/wiki/Auril_sector"
"Mussubir","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Mustafar","L19","Atravis","Atravis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Atravis_sector"
"Muunilinst","K4","Obtrexta","Obtrexta sector","Sector-normalized title","https://starwars.fandom.com/wiki/Obtrexta_sector"
"Muzara","K8","Trestis","Trestis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Trestis_sector"
"Mygeeto","K5","Albarrio","Albarrio sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Albarrio_sector%2FLegends"
"Myomar","J7","Deadalis","Deadalis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Deadalis_sector"
"Mytaranor","P10","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"N'Zoth","K10","Farlax sector","Farlax sector","Exact title","https://starwars.fandom.com/wiki/Farlax_sector"
"Naalol","L17","Spirva","Spirva sector","Sector-normalized title","https://starwars.fandom.com/wiki/Spirva_sector"
"Nadiem","U11","Baxel","Baxel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Baxel_sector"
"Najarka","J19","Rayter","Rayter sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rayter_sector"
"Najiba","R17","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Nantama","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Nanth'ri","Q12","Kurost","Kurost sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kurost_sector"
"Nars","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Natalon","K16","Piryn SHar","Piryn Shar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Piryn_Shar_sector"
"Nathema","S4","Chorlian","Chorlian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Chorlian_sector"
"Nazzri","P9","Dona Laza","Dona Laza sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dona_Laza_sector"
"Near Indosa","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Neelanon","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Neelgaimon","Q3","Xappyh","Xappyh sector","Sector-normalized title","https://starwars.fandom.com/wiki/Xappyh_sector"
"Neimoidia","M10","Quellor sector","Quellor sector","Exact title","https://starwars.fandom.com/wiki/Quellor_sector"
"Nelvaan","Q16","Savareen","Savareen sector","Sector-normalized title","https://starwars.fandom.com/wiki/Savareen_sector"
"Nepoy","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"New Apsolon","P10","Terr'skiar","Terr'skiar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Terr'skiar_sector"
"New Ator","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"New Bakstre","K5","Cassander","Cassander subsector","Sector-normalized title","https://starwars.fandom.com/wiki/Cassander_subsector"
"New Balosar","K16","Arc d'Stot","Arc d'Stot sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Arc_d'Stot_sector%2FLegends"
"New Cov","P14","Churba","Churba sector","Sector-normalized title","https://starwars.fandom.com/wiki/Churba_sector"
"New Heurkea","U6","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"New Holstice","R7","Maldrood","Maldrood sector","Sector-normalized title","https://starwars.fandom.com/wiki/Maldrood_sector"
"Nexus Ortai","Q14","Hertae","Hertae sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hertae_sector"
"Nez Peron","O5","D'Astan","D'Astan sector","Sector-normalized title","https://starwars.fandom.com/wiki/D'Astan_sector"
"Nfolgai","R4","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Nicht Ka","R5","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Nigel","N16","Vish","Vish sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vish_sector"
"Nimat","T8","Tharin","Tharin sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Tharin_sector%2FLegends"
"Ninzan","P17","Ryndellian","Ryndellian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ryndellian_sector"
"Nivek","O14","Citlik","Citlik sector","Sector-normalized title","https://starwars.fandom.com/wiki/Citlik_sector"
"Nixor","Q12","Eclorar","Eclorar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Eclorar_sector"
"Nkllon","L16","Alchenaut","Alchenaut sector","Sector-normalized title","https://starwars.fandom.com/wiki/Alchenaut_sector"
"Noe'ha'on","K16","Piryn SHar","Piryn Shar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Piryn_Shar_sector"
"Noe'ha'on","K16","Piryn SHar","Piryn Shar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Piryn_Shar_sector"
"Nooli","Q13","Noolian","Noolian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Noolian_sector"
"Noonar","M6","Halthor","Halthor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Halthor_sector"
"Nothoiin","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Nouane","N8","Nouane","Nouane sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nouane_sector"
"Nubia","M11","Corellian sector","Corellian sector","Exact title","https://starwars.fandom.com/wiki/Corellian_sector"
"Nuswatta","S6","Cronese Mandate","Cronese Mandate","Exact title","https://starwars.fandom.com/wiki/Cronese_Mandate"
"Nuvar","N17","Dustig","Dustig sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dustig_sector"
"Obana","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Odacer-Faustin","Q5","Esstran","Esstran sector","Sector-normalized title","https://starwars.fandom.com/wiki/Esstran_sector"
"Old Mankoo","N17","Quess","Quess sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quess_sector"
